id|folder|signer|sentence|zh_sentence|zh_gloss
Auther_He_has_a_job_005|Auther_He_has_a_job_005/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_006|Auther_He_has_a_job_006/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_007|Auther_He_has_a_job_007/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_008|Auther_He_has_a_job_008/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_009|Auther_He_has_a_job_009/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_010|Auther_He_has_a_job_010/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_011|Auther_He_has_a_job_011/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_012|Auther_He_has_a_job_012/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_013|Auther_He_has_a_job_013/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_014|Auther_He_has_a_job_014/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_015|Auther_He_has_a_job_015/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_016|Auther_He_has_a_job_016/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_017|Auther_He_has_a_job_017/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_018|Auther_He_has_a_job_018/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_019|Auther_He_has_a_job_019/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_020|Auther_He_has_a_job_020/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_021|Auther_He_has_a_job_021/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_022|Auther_He_has_a_job_022/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_023|Auther_He_has_a_job_023/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_024|Auther_He_has_a_job_024/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_025|Auther_He_has_a_job_025/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_026|Auther_He_has_a_job_026/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_027|Auther_He_has_a_job_027/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_028|Auther_He_has_a_job_028/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_029|Auther_He_has_a_job_029/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_030|Auther_He_has_a_job_030/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_031|Auther_He_has_a_job_031/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_032|Auther_He_has_a_job_032/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_033|Auther_He_has_a_job_033/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_034|Auther_He_has_a_job_034/1/*.png|Auther|He has a job|他有工作|他 工作 有
Auther_He_has_a_job_035|Auther_He_has_a_job_035/1/*.png|Auther|He has a job|他有工作|他 工作 有
David_He_has_a_job_001|David_He_has_a_job_001/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_002|David_He_has_a_job_002/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_003|David_He_has_a_job_003/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_004|David_He_has_a_job_004/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_005|David_He_has_a_job_005/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_006|David_He_has_a_job_006/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_007|David_He_has_a_job_007/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_008|David_He_has_a_job_008/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_009|David_He_has_a_job_009/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_010|David_He_has_a_job_010/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_011|David_He_has_a_job_011/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_012|David_He_has_a_job_012/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_013|David_He_has_a_job_013/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_014|David_He_has_a_job_014/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_015|David_He_has_a_job_015/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_016|David_He_has_a_job_016/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_017|David_He_has_a_job_017/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_018|David_He_has_a_job_018/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_019|David_He_has_a_job_019/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_020|David_He_has_a_job_020/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_021|David_He_has_a_job_021/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_022|David_He_has_a_job_022/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_023|David_He_has_a_job_023/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_024|David_He_has_a_job_024/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_025|David_He_has_a_job_025/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_026|David_He_has_a_job_026/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_027|David_He_has_a_job_027/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_028|David_He_has_a_job_028/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_029|David_He_has_a_job_029/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_030|David_He_has_a_job_030/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_031|David_He_has_a_job_031/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_032|David_He_has_a_job_032/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_033|David_He_has_a_job_033/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_034|David_He_has_a_job_034/1/*.png|David|He has a job|他有工作|他 工作 有
David_He_has_a_job_035|David_He_has_a_job_035/1/*.png|David|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_001|Jerry_He_has_a_job_001/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_002|Jerry_He_has_a_job_002/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_003|Jerry_He_has_a_job_003/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_004|Jerry_He_has_a_job_004/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_005|Jerry_He_has_a_job_005/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_006|Jerry_He_has_a_job_006/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_007|Jerry_He_has_a_job_007/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_008|Jerry_He_has_a_job_008/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_009|Jerry_He_has_a_job_009/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_010|Jerry_He_has_a_job_010/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_011|Jerry_He_has_a_job_011/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_012|Jerry_He_has_a_job_012/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_013|Jerry_He_has_a_job_013/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_014|Jerry_He_has_a_job_014/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_015|Jerry_He_has_a_job_015/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_016|Jerry_He_has_a_job_016/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_017|Jerry_He_has_a_job_017/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_018|Jerry_He_has_a_job_018/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_019|Jerry_He_has_a_job_019/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_020|Jerry_He_has_a_job_020/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_021|Jerry_He_has_a_job_021/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_022|Jerry_He_has_a_job_022/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_023|Jerry_He_has_a_job_023/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_024|Jerry_He_has_a_job_024/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_025|Jerry_He_has_a_job_025/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_026|Jerry_He_has_a_job_026/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_027|Jerry_He_has_a_job_027/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_028|Jerry_He_has_a_job_028/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_029|Jerry_He_has_a_job_029/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_030|Jerry_He_has_a_job_030/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_031|Jerry_He_has_a_job_031/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_032|Jerry_He_has_a_job_032/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_033|Jerry_He_has_a_job_033/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_034|Jerry_He_has_a_job_034/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Jerry_He_has_a_job_035|Jerry_He_has_a_job_035/1/*.png|Jerry|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_001|Leo_He_has_a_job_001/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_002|Leo_He_has_a_job_002/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_003|Leo_He_has_a_job_003/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_004|Leo_He_has_a_job_004/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_005|Leo_He_has_a_job_005/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_006|Leo_He_has_a_job_006/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_007|Leo_He_has_a_job_007/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_008|Leo_He_has_a_job_008/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_009|Leo_He_has_a_job_009/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_010|Leo_He_has_a_job_010/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_011|Leo_He_has_a_job_011/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_012|Leo_He_has_a_job_012/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_013|Leo_He_has_a_job_013/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_014|Leo_He_has_a_job_014/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_015|Leo_He_has_a_job_015/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_016|Leo_He_has_a_job_016/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_017|Leo_He_has_a_job_017/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_018|Leo_He_has_a_job_018/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_019|Leo_He_has_a_job_019/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_020|Leo_He_has_a_job_020/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_021|Leo_He_has_a_job_021/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_022|Leo_He_has_a_job_022/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_023|Leo_He_has_a_job_023/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_024|Leo_He_has_a_job_024/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_025|Leo_He_has_a_job_025/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_026|Leo_He_has_a_job_026/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_027|Leo_He_has_a_job_027/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_028|Leo_He_has_a_job_028/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_029|Leo_He_has_a_job_029/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_030|Leo_He_has_a_job_030/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_031|Leo_He_has_a_job_031/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_032|Leo_He_has_a_job_032/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_033|Leo_He_has_a_job_033/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_034|Leo_He_has_a_job_034/1/*.png|Leo|He has a job|他有工作|他 工作 有
Leo_He_has_a_job_035|Leo_He_has_a_job_035/1/*.png|Leo|He has a job|他有工作|他 工作 有
Alex_He_knows_me_001|Alex_He_knows_me_001/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_002|Alex_He_knows_me_002/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_003|Alex_He_knows_me_003/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_004|Alex_He_knows_me_004/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_005|Alex_He_knows_me_005/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_006|Alex_He_knows_me_006/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_007|Alex_He_knows_me_007/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_008|Alex_He_knows_me_008/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_009|Alex_He_knows_me_009/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_010|Alex_He_knows_me_010/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_011|Alex_He_knows_me_011/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_012|Alex_He_knows_me_012/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_013|Alex_He_knows_me_013/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_014|Alex_He_knows_me_014/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_015|Alex_He_knows_me_015/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_016|Alex_He_knows_me_016/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_017|Alex_He_knows_me_017/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_018|Alex_He_knows_me_018/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_019|Alex_He_knows_me_019/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_020|Alex_He_knows_me_020/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_021|Alex_He_knows_me_021/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_022|Alex_He_knows_me_022/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_023|Alex_He_knows_me_023/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_024|Alex_He_knows_me_024/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_025|Alex_He_knows_me_025/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_026|Alex_He_knows_me_026/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_027|Alex_He_knows_me_027/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_028|Alex_He_knows_me_028/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_029|Alex_He_knows_me_029/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_030|Alex_He_knows_me_030/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_031|Alex_He_knows_me_031/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_032|Alex_He_knows_me_032/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_033|Alex_He_knows_me_033/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_034|Alex_He_knows_me_034/1/*.png|Alex|He knows me|他認識我|他 我 認識
Alex_He_knows_me_035|Alex_He_knows_me_035/1/*.png|Alex|He knows me|他認識我|他 我 認識
Auther_He_knows_me_001|Auther_He_knows_me_001/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_002|Auther_He_knows_me_002/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_003|Auther_He_knows_me_003/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_004|Auther_He_knows_me_004/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_005|Auther_He_knows_me_005/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_006|Auther_He_knows_me_006/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_007|Auther_He_knows_me_007/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_008|Auther_He_knows_me_008/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_009|Auther_He_knows_me_009/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_010|Auther_He_knows_me_010/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_011|Auther_He_knows_me_011/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_012|Auther_He_knows_me_012/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_013|Auther_He_knows_me_013/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_014|Auther_He_knows_me_014/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_015|Auther_He_knows_me_015/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_016|Auther_He_knows_me_016/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_017|Auther_He_knows_me_017/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_018|Auther_He_knows_me_018/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_019|Auther_He_knows_me_019/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_020|Auther_He_knows_me_020/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_021|Auther_He_knows_me_021/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_022|Auther_He_knows_me_022/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_023|Auther_He_knows_me_023/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_024|Auther_He_knows_me_024/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_025|Auther_He_knows_me_025/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_026|Auther_He_knows_me_026/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_027|Auther_He_knows_me_027/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_028|Auther_He_knows_me_028/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_029|Auther_He_knows_me_029/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_030|Auther_He_knows_me_030/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_031|Auther_He_knows_me_031/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_032|Auther_He_knows_me_032/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_033|Auther_He_knows_me_033/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_034|Auther_He_knows_me_034/1/*.png|Auther|He knows me|他認識我|他 我 認識
Auther_He_knows_me_035|Auther_He_knows_me_035/1/*.png|Auther|He knows me|他認識我|他 我 認識
David_He_knows_me_001|David_He_knows_me_001/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_002|David_He_knows_me_002/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_003|David_He_knows_me_003/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_004|David_He_knows_me_004/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_005|David_He_knows_me_005/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_006|David_He_knows_me_006/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_007|David_He_knows_me_007/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_008|David_He_knows_me_008/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_009|David_He_knows_me_009/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_010|David_He_knows_me_010/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_011|David_He_knows_me_011/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_012|David_He_knows_me_012/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_013|David_He_knows_me_013/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_014|David_He_knows_me_014/1/*.png|David|He knows me|他認識我|他 我 認識
David_He_knows_me_015|David_He_knows_me_015/1/*.png|David|He knows me|他認識我|他 我 認識
